yield_photons_per_MeV,entries,mean_x,mean_y,std_x,std_y
2500000,3717.0,0.15462738767823514,0.16565778853914448,4.055604252954974,4.116095323162995
5000000,3989.0,0.08028327901729757,0.055966407620957635,3.052585085326429,2.98388409656011
10000000,4044.0,0.04661226508407517,0.024604352126607318,2.4420819985503828,2.258860007366366
20000000,4056.0,0.05029585798816568,0.05473372781065089,1.9464755767413815,2.0366373739584684
35730000,4057.0,0.04652452551146167,-0.005237860488045354,1.7891906283876813,1.7375176292120562
50000000,4059.0,0.03837152007883715,0.0025252525252525255,1.8374918324929703,1.815230900332776
